VendorID,store_and_fwd_flag,RatecodeID,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee,trip_duration,pickup_hour,pickup_day,pickup_dayofweek,is_weekend,is_rush_hour
2,N,1,25,106,1,1.79,10.7,1.0,0.5,2.0,0.0,1.0,15.2,1,1,0.0,0.0,500.0,22,1,5,1,0
2,N,1,82,129,1,1.33,10.7,1.0,0.5,2.64,0.0,1.0,15.84,1,1,0.0,0.0,598.0,22,1,5,1,0
2,N,1,75,74,5,1.5,9.3,1.0,0.5,0.0,0.0,1.0,11.8,2,1,0.0,0.0,395.0,22,1,5,1,0
2,N,5,41,264,1,0.0,19.0,0.0,0.0,2.0,0.0,1.0,22.0,1,2,0.0,0.0,2.0,22,1,5,1,0
2,N,1,74,244,1,3.14,19.1,1.0,0.5,0.0,0.0,1.0,21.6,2,1,0.0,0.0,1170.0,22,1,5,1,0
2,N,1,74,41,1,1.29,10.0,1.0,0.5,3.12,0.0,1.0,15.62,1,1,0.0,0.0,514.0,22,1,5,1,0
2,N,1,74,116,1,1.86,11.4,1.0,0.5,2.78,0.0,1.0,16.68,1,1,0.0,0.0,503.0,22,2,6,1,0
2,N,1,74,236,1,1.59,8.6,1.0,0.5,1.75,0.0,1.0,12.85,1,1,0.0,0.0,347.0,22,1,5,1,0
2,N,1,41,243,1,4.15,19.8,1.0,0.5,6.69,0.0,1.0,28.99,1,1,0.0,0.0,803.0,22,1,5,1,0
2,N,1,74,263,1,2.05,12.1,1.0,0.5,3.47,0.0,1.0,20.82,1,1,2.75,0.0,634.0,22,1,5,1,0
2,N,1,74,263,1,2.68,14.9,1.0,0.5,4.03,0.0,1.0,24.18,1,1,2.75,0.0,763.0,22,1,5,1,0
2,N,1,82,70,2,0.0,7.2,1.0,0.5,1.94,0.0,1.0,11.64,1,1,0.0,0.0,418.0,22,1,5,1,0
2,N,1,74,263,1,2.95,17.0,1.0,0.5,4.45,0.0,1.0,26.7,1,1,2.75,0.0,884.0,22,1,5,1,0
2,N,1,74,7,1,4.11,20.5,1.0,0.5,5.99,6.94,1.0,35.93,1,1,0.0,0.0,885.0,22,1,5,1,0
2,N,1,74,236,1,1.5,7.9,1.0,0.5,3.12,0.0,1.0,13.52,1,1,0.0,0.0,262.0,22,1,5,1,0
2,N,1,146,193,1,0.51,5.1,1.0,0.5,2.0,0.0,1.0,9.6,1,1,0.0,0.0,133.0,22,1,5,1,0
2,N,1,74,41,1,1.5,9.3,1.0,0.5,2.36,0.0,1.0,14.16,1,1,0.0,0.0,359.0,23,1,5,1,0
2,N,1,41,263,1,3.06,16.3,1.0,0.5,0.0,0.0,1.0,21.55,2,1,2.75,0.0,785.0,23,1,5,1,0
2,N,1,166,116,1,1.81,11.4,1.0,0.5,0.0,0.0,1.0,13.9,2,1,0.0,0.0,536.0,23,1,5,1,0
2,N,1,74,74,1,0.45,5.8,1.0,0.5,2.08,0.0,1.0,10.38,1,1,0.0,0.0,239.0,23,1,5,1,0
2,N,1,82,223,1,2.08,11.4,1.0,0.5,0.0,0.0,1.0,13.9,2,1,0.0,0.0,344.0,23,1,5,1,0
1,N,1,181,189,2,1.5,10.0,1.0,1.5,3.1,0.0,1.0,15.6,1,1,0.0,0.0,465.0,23,1,5,1,0
2,N,1,83,129,1,1.18,10.0,1.0,0.5,2.5,0.0,1.0,15.0,1,1,0.0,0.0,495.0,23,1,5,1,0
2,N,1,82,260,1,0.84,7.9,1.0,0.5,0.0,0.0,1.0,10.4,2,1,0.0,0.0,412.0,23,1,5,1,0
2,N,1,130,130,1,1.21,9.3,1.0,0.5,0.0,0.0,1.0,11.8,1,1,0.0,0.0,483.0,23,1,5,1,0
2,N,1,166,238,1,1.24,9.3,1.0,0.5,2.91,0.0,1.0,17.46,1,1,2.75,0.0,402.0,23,1,5,1,0
2,N,1,74,262,1,2.35,13.5,1.0,0.5,3.75,0.0,1.0,22.5,1,1,2.75,0.0,626.0,23,1,5,1,0
2,N,1,97,34,1,0.89,7.9,1.0,0.5,1.0,0.0,1.0,11.4,1,1,0.0,0.0,394.0,23,1,5,1,0
2,N,1,83,129,1,1.36,10.7,1.0,0.5,0.0,0.0,1.0,13.2,2,1,0.0,0.0,581.0,23,1,5,1,0
2,N,5,205,264,1,0.0,18.0,0.0,0.0,0.0,0.0,1.0,19.0,1,2,0.0,0.0,3.0,23,1,5,1,0
2,N,1,130,95,1,3.29,17.7,1.0,0.5,3.0,0.0,1.0,23.2,1,1,0.0,0.0,834.0,23,1,5,1,0
2,N,1,260,157,1,1.65,11.4,1.0,0.5,0.0,0.0,1.0,13.9,1,1,0.0,0.0,598.0,23,1,5,1,0
2,N,1,260,7,1,2.55,13.5,1.0,0.5,3.2,0.0,1.0,19.2,1,1,0.0,0.0,513.0,23,1,5,1,0
2,N,1,145,68,2,3.27,19.1,1.0,0.5,0.0,6.94,1.0,32.04,2,1,2.75,0.75,1001.0,23,1,5,1,0
2,N,1,82,82,1,1.27,9.3,1.0,0.5,0.0,0.0,1.0,11.8,1,1,0.0,0.0,492.0,21,1,5,1,0
1,Y,1,83,83,1,1.0,7.2,1.0,1.5,1.3,0.0,1.0,11.0,1,1,0.0,0.0,362.0,23,1,5,1,0
1,Y,1,82,56,1,2.3,13.5,1.0,1.5,0.0,0.0,1.0,16.0,2,1,0.0,0.0,828.0,23,1,5,1,0
2,N,1,159,167,1,0.57,5.8,1.0,0.5,0.0,0.0,1.0,8.3,2,1,0.0,0.0,195.0,23,1,5,1,0
2,N,1,7,263,1,4.37,21.2,1.0,0.5,1.0,0.0,1.0,28.2,1,1,2.75,0.75,1032.0,23,1,5,1,0
2,N,1,75,141,1,2.27,11.4,1.0,0.5,3.33,0.0,1.0,19.98,1,1,2.75,0.0,498.0,22,1,5,1,0
2,N,1,75,239,1,2.62,14.9,1.0,0.5,4.03,0.0,1.0,24.18,1,1,2.75,0.0,734.0,23,1,5,1,0
2,N,1,130,215,1,0.81,6.5,1.0,0.5,2.25,0.0,1.0,11.25,1,1,0.0,0.0,242.0,23,1,5,1,0
1,N,1,210,210,1,1.4,8.6,1.0,1.5,0.01,0.0,1.0,11.11,1,1,0.0,0.0,352.0,23,1,5,1,0
2,N,1,145,146,1,0.74,7.2,1.0,0.5,1.94,0.0,1.0,11.64,1,1,0.0,0.0,367.0,23,1,5,1,0
2,N,1,41,74,6,1.18,9.3,1.0,0.5,0.0,0.0,1.0,11.8,2,1,0.0,0.0,417.0,23,1,5,1,0
2,N,1,75,41,1,0.86,6.5,1.0,0.5,0.0,0.0,1.0,9.0,1,1,0.0,0.0,215.0,23,1,5,1,0
2,N,5,210,210,1,0.0,9.0,0.0,0.0,0.0,0.0,1.0,10.0,1,2,0.0,0.0,3.0,23,1,5,1,0
2,N,1,97,145,1,3.08,20.5,1.0,0.5,5.75,0.0,1.0,28.75,1,1,0.0,0.0,1290.0,23,1,5,1,0
2,N,1,25,228,1,2.18,12.1,1.0,0.5,2.92,0.0,1.0,17.52,1,1,0.0,0.0,575.0,23,1,5,1,0
2,N,1,75,42,5,3.05,17.7,1.0,0.5,0.0,0.0,1.0,20.2,1,1,0.0,0.0,890.0,22,1,5,1,0
2,N,1,75,75,5,0.59,5.1,1.0,0.5,0.53,0.0,1.0,8.13,1,1,0.0,0.0,173.0,23,1,5,1,0
2,N,1,43,263,1,0.0,6.5,1.0,0.5,0.0,0.0,1.0,11.75,1,1,2.75,0.0,318.0,23,1,5,1,0
2,N,1,74,74,1,0.0,5.1,1.0,0.5,0.0,0.0,1.0,7.6,2,1,0.0,0.0,227.0,23,1,5,1,0
2,N,1,74,42,1,1.51,10.7,1.0,0.5,2.0,0.0,1.0,15.2,1,1,0.0,0.0,522.0,23,1,5,1,0
2,N,1,74,142,1,4.09,23.3,1.0,0.5,5.71,0.0,1.0,34.26,1,1,2.75,0.0,1245.0,23,1,5,1,0
1,N,1,152,116,1,0.0,15.5,0.0,1.5,0.0,0.0,1.0,17.0,1,1,0.0,0.0,156.0,23,1,5,1,0
2,N,1,74,244,1,2.58,14.2,1.0,0.5,3.34,0.0,1.0,20.04,1,1,0.0,0.0,641.0,23,2,6,1,0
2,N,1,74,151,1,2.34,12.8,1.0,0.5,0.76,0.0,1.0,16.06,1,1,0.0,0.0,584.0,23,1,5,1,0
2,N,1,41,152,1,0.5,4.4,1.0,0.5,1.38,0.0,1.0,8.28,1,1,0.0,0.0,116.0,23,1,5,1,0
2,N,1,74,238,1,3.08,19.1,1.0,0.5,4.87,0.0,1.0,29.22,1,1,2.75,0.0,1135.0,23,1,5,1,0
2,N,1,74,152,1,1.73,11.4,1.0,0.5,4.17,0.0,1.0,18.07,1,1,0.0,0.0,731.0,23,1,5,1,0
2,N,1,74,24,1,1.59,10.0,1.0,0.5,0.0,0.0,1.0,12.5,2,1,0.0,0.0,420.0,22,1,5,1,0
2,N,1,74,74,1,0.85,7.2,1.0,0.5,1.94,0.0,1.0,11.64,1,1,0.0,0.0,323.0,23,1,5,1,0
2,N,1,95,28,1,2.01,11.4,1.0,0.5,1.0,0.0,1.0,14.9,1,1,0.0,0.0,459.0,23,1,5,1,0
2,N,1,223,223,1,0.75,6.5,1.0,0.5,2.7,0.0,1.0,11.7,1,1,0.0,0.0,254.0,23,1,5,1,0
2,N,1,82,82,1,1.54,10.7,1.0,0.5,0.0,0.0,1.0,13.2,2,1,0.0,0.0,729.0,0,2,6,1,0
2,N,1,83,83,1,0.86,7.9,1.0,0.5,0.0,0.0,1.0,10.4,2,1,0.0,0.0,353.0,0,2,6,1,0
2,N,1,255,112,2,0.88,7.9,1.0,0.5,2.08,0.0,1.0,12.48,1,1,0.0,0.0,406.0,0,2,6,1,0
2,N,1,130,38,1,4.85,22.6,1.0,0.5,5.02,0.0,1.0,30.12,1,1,0.0,0.0,1026.0,0,2,6,1,0
2,N,1,244,169,4,2.78,16.3,1.0,0.5,0.0,0.0,1.0,18.8,2,1,0.0,0.0,815.0,0,2,6,1,0
2,N,1,112,198,2,3.31,18.4,1.0,0.5,0.0,0.0,1.0,20.9,2,1,0.0,0.0,1047.0,0,2,6,1,0
2,N,1,80,112,2,1.66,10.7,1.0,0.5,2.64,0.0,1.0,15.84,1,1,0.0,0.0,506.0,0,2,6,1,0
2,N,1,112,4,1,4.37,22.6,1.0,0.5,5.72,0.0,1.0,34.32,1,1,2.75,0.75,1034.0,0,2,6,1,0
2,N,1,145,129,1,3.86,28.2,1.0,0.5,0.0,0.0,1.0,30.7,1,1,0.0,0.0,1817.0,0,2,6,1,0
2,N,1,74,75,1,1.51,10.0,1.0,0.5,2.5,0.0,1.0,15.0,1,1,0.0,0.0,489.0,0,2,6,1,0
2,N,1,223,223,1,1.47,8.6,1.0,0.5,0.0,0.0,1.0,11.1,2,1,0.0,0.0,309.0,0,2,6,1,0
2,N,1,95,198,1,3.81,19.1,1.0,0.5,0.0,0.0,1.0,21.6,2,1,0.0,0.0,910.0,0,2,6,1,0
2,N,1,130,215,1,1.82,10.7,1.0,0.5,1.5,0.0,1.0,14.7,1,1,0.0,0.0,509.0,0,3,0,0,0
2,N,5,82,160,1,2.06,25.0,0.0,0.0,0.0,0.0,0.3,25.3,1,2,0.0,0.0,734.0,0,2,6,1,0
2,N,1,129,173,2,1.42,12.8,1.0,0.5,0.0,0.0,1.0,15.3,2,1,0.0,0.0,798.0,0,2,6,1,0
2,N,1,129,129,1,0.53,7.2,1.0,0.5,1.94,0.0,1.0,11.64,1,1,0.0,0.0,381.0,0,2,6,1,0
2,N,1,75,142,5,2.88,14.9,1.0,0.5,4.03,0.0,1.0,24.18,1,1,2.75,0.0,670.0,0,2,6,1,0
2,N,1,75,74,1,0.0,8.6,1.0,0.5,0.0,0.0,1.0,11.1,2,1,0.0,0.0,864.0,0,2,6,1,0
1,N,1,74,74,1,0.0,3.0,1.0,1.5,0.0,0.0,1.0,5.5,3,1,0.0,0.0,17.0,0,2,6,1,0
2,N,1,74,74,1,0.99,7.2,1.0,0.5,0.0,0.0,1.0,9.7,1,1,0.0,0.0,292.0,0,2,6,1,0
2,N,1,74,42,1,0.97,8.6,1.0,0.5,3.33,0.0,1.0,14.43,1,1,0.0,0.0,400.0,0,2,6,1,0
2,N,1,122,205,1,0.77,6.5,1.0,0.5,0.0,0.0,1.0,9.0,2,1,0.0,0.0,265.0,0,2,6,1,0
2,N,1,74,41,1,0.97,7.9,1.0,0.5,2.08,0.0,1.0,12.48,1,1,0.0,0.0,378.0,0,2,6,1,0
2,N,1,41,74,1,0.76,7.9,1.0,0.5,0.0,0.0,1.0,10.4,2,1,0.0,0.0,420.0,0,2,6,1,0
2,N,1,74,74,1,0.91,8.6,1.0,0.5,2.22,0.0,1.0,13.32,1,1,0.0,0.0,446.0,0,2,6,1,0
2,N,1,226,129,1,2.95,15.6,1.0,0.5,12.1,0.0,1.0,30.2,1,1,0.0,0.0,664.0,0,2,6,1,0
1,N,1,260,7,1,1.6,10.0,1.0,1.5,3.75,0.0,1.0,16.25,1,1,0.0,0.0,488.0,1,2,6,1,0
2,N,1,83,223,1,2.93,15.6,1.0,0.5,4.52,0.0,1.0,22.62,1,1,0.0,0.0,680.0,1,2,6,1,0
2,N,1,66,61,1,4.12,29.6,1.0,0.5,2.9,0.0,1.0,35.0,1,1,0.0,0.0,1881.0,1,2,6,1,0
2,N,1,130,38,1,4.38,22.6,1.0,0.5,5.02,0.0,1.0,30.12,1,1,0.0,0.0,1187.0,1,2,6,1,0
2,N,1,112,256,1,1.08,9.3,1.0,0.5,0.0,0.0,1.0,11.8,2,1,0.0,0.0,512.0,1,2,6,1,0
1,N,1,255,112,1,0.8,6.5,1.0,1.5,1.8,0.0,1.0,10.8,1,1,0.0,0.0,272.0,1,2,6,1,0
2,N,5,92,73,1,1.44,10.0,0.0,0.0,2.75,0.0,1.0,13.75,1,2,0.0,0.0,356.0,1,2,6,1,0
2,N,1,41,74,1,1.57,12.1,1.0,0.5,0.0,0.0,1.0,14.6,2,1,0.0,0.0,632.0,1,2,6,1,0
2,N,1,145,255,5,2.88,18.4,1.0,0.5,4.18,0.0,1.0,25.08,1,1,0.0,0.0,930.0,1,2,6,1,0
2,N,1,247,136,1,4.56,21.2,1.0,0.5,0.0,0.0,1.0,23.7,2,1,0.0,0.0,771.0,1,2,6,1,0
2,N,1,112,49,1,4.37,22.6,1.0,0.5,5.02,0.0,1.0,30.12,1,1,0.0,0.0,1144.0,1,2,6,1,0
2,N,1,74,7,1,3.81,17.7,1.0,0.5,5.43,6.94,1.0,32.57,1,1,0.0,0.0,555.0,1,2,6,1,0
2,N,1,95,258,1,2.53,14.9,1.0,0.5,0.0,0.0,1.0,17.4,2,1,0.0,0.0,742.0,1,2,6,1,0
2,N,1,7,179,2,1.46,10.0,1.0,0.5,0.1,0.0,1.0,12.6,1,1,0.0,0.0,537.0,1,2,6,1,0
2,N,1,129,173,1,2.36,15.6,1.0,0.5,0.0,0.0,0.3,17.4,2,1,0.0,0.0,935.0,1,2,6,1,0
2,N,1,49,148,1,3.73,22.6,1.0,0.5,0.0,0.0,1.0,28.6,1,1,2.75,0.75,1244.0,1,2,6,1,0
2,N,1,20,250,2,2.53,15.6,1.0,0.5,0.0,0.0,1.0,18.1,2,1,0.0,0.0,796.0,1,2,6,1,0
2,N,1,75,249,5,4.87,22.6,1.0,0.5,5.72,0.0,1.0,34.32,1,1,2.75,0.75,1074.0,1,2,6,1,0
2,N,1,7,162,2,3.98,20.5,1.0,0.5,0.0,0.0,1.0,26.5,2,1,2.75,0.75,992.0,1,2,6,1,0
2,N,1,65,61,1,3.66,24.7,1.0,0.5,5.44,0.0,1.0,32.64,1,1,0.0,0.0,1500.0,1,2,6,1,0
1,N,1,145,7,1,1.6,11.4,1.0,1.5,0.0,0.0,1.0,13.9,2,1,0.0,0.0,612.0,1,2,6,1,0
1,N,1,82,129,1,0.5,5.1,1.0,1.5,0.0,0.0,1.0,7.6,1,1,0.0,0.0,201.0,1,2,6,1,0
2,N,1,130,218,1,3.08,17.0,1.0,0.5,3.9,0.0,1.0,23.4,1,1,0.0,0.0,903.0,1,2,6,1,0
2,N,1,218,205,1,0.95,7.9,1.0,0.5,2.6,0.0,1.0,13.0,1,1,0.0,0.0,339.0,1,2,6,1,0
2,N,1,129,129,1,0.64,8.6,1.0,0.5,2.22,0.0,1.0,13.32,1,1,0.0,0.0,478.0,1,2,6,1,0
1,N,1,25,52,1,0.7,6.5,1.0,1.5,1.8,0.0,1.0,10.8,1,1,0.0,0.0,282.0,1,2,6,1,0
2,N,1,95,82,1,2.69,15.6,1.0,0.5,0.0,0.0,1.0,18.1,2,1,0.0,0.0,823.0,1,2,6,1,0
2,N,1,255,256,1,1.07,6.5,1.0,0.5,1.8,0.0,1.0,10.8,1,1,0.0,0.0,204.0,2,2,6,1,0
2,N,1,129,57,1,2.21,16.3,1.0,0.5,0.0,0.0,1.0,18.8,1,1,0.0,0.0,1006.0,1,2,6,1,0
1,N,1,80,255,1,1.8,10.7,1.0,1.5,3.25,0.0,1.0,16.45,1,1,0.0,0.0,597.0,2,2,6,1,0
2,N,1,116,244,1,1.09,7.9,1.0,0.5,0.0,0.0,1.0,10.4,2,1,0.0,0.0,346.0,2,2,6,1,0
2,N,1,116,244,1,1.32,9.3,1.0,0.5,0.0,0.0,1.0,11.8,2,1,0.0,0.0,409.0,2,2,6,1,0
2,N,1,244,152,1,2.2,14.2,1.0,0.5,0.0,0.0,1.0,16.7,2,1,0.0,0.0,696.0,2,2,6,1,0
2,N,1,25,61,5,2.41,13.5,1.0,0.5,3.2,0.0,1.0,19.2,1,1,0.0,0.0,626.0,2,2,6,1,0
2,N,1,157,49,1,4.56,22.6,1.0,0.5,5.02,0.0,1.0,30.12,1,1,0.0,0.0,1058.0,1,2,6,1,0
2,N,1,255,80,1,1.68,12.1,1.0,0.5,2.92,0.0,1.0,17.52,1,1,0.0,0.0,686.0,2,2,6,1,0
2,N,5,255,17,4,2.93,30.0,0.0,0.0,1.88,0.0,1.0,32.88,1,2,0.0,0.0,720.0,2,2,6,1,0
2,N,5,255,80,2,1.28,30.0,0.0,0.0,6.2,0.0,1.0,37.2,1,2,0.0,0.0,621.0,2,2,6,1,0
2,N,1,255,33,1,4.55,21.9,1.0,0.5,2.0,0.0,1.0,26.4,1,1,0.0,0.0,890.0,2,2,6,1,0
2,N,1,243,166,1,4.35,18.4,1.0,0.5,0.0,0.0,1.0,20.9,1,1,0.0,0.0,444.0,2,2,6,1,0
2,N,1,179,7,1,0.38,4.4,1.0,0.5,1.38,0.0,1.0,8.28,1,1,0.0,0.0,114.0,2,2,6,1,0
2,N,1,83,173,1,1.83,11.4,1.0,0.5,1.88,0.0,1.0,15.78,1,1,0.0,0.0,640.0,3,2,6,1,0
2,N,1,145,83,1,3.14,31.0,1.0,0.5,0.0,0.0,1.0,33.5,2,1,0.0,0.0,2013.0,3,2,6,1,0
1,N,1,34,231,2,4.4,22.6,4.5,1.5,5.7,0.0,1.0,34.3,1,1,2.75,0.75,1002.0,3,2,6,1,0
2,N,1,112,256,1,1.5,9.3,1.0,0.5,2.36,0.0,1.0,14.16,1,1,0.0,0.0,418.0,3,2,6,1,0
2,N,1,129,56,1,1.75,12.8,1.0,0.5,0.0,0.0,1.0,15.3,2,1,0.0,0.0,732.0,3,2,6,1,0
1,N,1,255,255,1,1.8,3.0,1.0,1.5,0.0,0.0,1.0,5.5,2,1,0.0,0.0,24.0,3,2,6,1,0
2,N,1,116,152,2,0.59,6.5,1.0,0.5,0.0,0.0,1.0,9.0,2,1,0.0,0.0,289.0,3,2,6,1,0
2,N,1,243,212,1,4.79,21.2,1.0,0.5,0.0,0.0,1.0,23.7,2,1,0.0,0.0,622.0,3,2,6,1,0
2,N,1,129,129,1,0.93,7.2,1.0,0.5,0.0,0.0,1.0,9.7,2,1,0.0,0.0,303.0,0,2,6,1,0
2,N,1,129,129,1,0.73,6.5,1.0,0.5,0.0,0.0,1.0,9.0,2,1,0.0,0.0,247.0,0,2,6,1,0
2,N,1,129,264,1,0.0,3.0,1.0,0.5,1.1,0.0,1.0,6.6,1,1,0.0,0.0,103.0,3,2,6,1,0
2,N,5,198,36,1,0.92,25.0,0.0,0.0,0.0,0.0,1.0,26.0,1,2,0.0,0.0,204.0,3,2,6,1,0
2,N,1,129,57,1,2.68,15.6,1.0,0.5,0.0,0.0,0.3,17.4,2,1,0.0,0.0,840.0,2,2,6,1,0
2,N,1,255,157,1,4.82,22.6,1.0,0.5,1.0,0.0,1.0,26.1,1,1,0.0,0.0,951.0,3,2,6,1,0
2,N,5,255,255,1,0.72,30.0,0.0,0.0,6.2,0.0,1.0,37.2,1,2,0.0,0.0,211.0,3,2,6,1,0
1,N,1,205,264,1,0.0,27.5,0.0,1.5,0.0,0.0,1.0,29.0,1,1,0.0,0.0,1184.0,4,2,6,1,0
2,N,1,82,173,1,1.71,12.8,1.0,0.5,0.0,0.0,1.0,15.3,2,1,0.0,0.0,732.0,3,2,6,1,0
2,N,1,248,235,1,4.0,18.4,1.0,0.5,0.0,0.0,1.0,20.9,2,1,0.0,0.0,620.0,4,2,6,1,0
2,N,1,244,152,1,2.74,13.5,1.0,0.5,0.0,0.0,1.0,16.0,2,1,0.0,0.0,399.0,4,2,6,1,0
1,Y,1,129,226,1,2.5,14.2,1.0,1.5,3.3,0.0,1.0,20.0,1,1,0.0,0.0,844.0,4,2,6,1,0
2,N,1,92,53,1,2.3,14.9,1.0,0.5,0.0,0.0,1.0,17.4,2,1,0.0,0.0,849.0,4,2,6,1,0
2,N,1,226,129,1,2.4,17.7,1.0,0.5,4.04,0.0,1.0,24.24,1,1,0.0,0.0,1043.0,4,2,6,1,0
2,N,1,82,82,2,0.73,5.8,1.0,0.5,0.0,0.0,1.0,8.3,2,1,0.0,0.0,210.0,5,2,6,1,0
2,N,1,70,223,2,2.24,11.4,1.0,0.5,0.0,0.0,1.0,13.9,2,1,0.0,0.0,428.0,5,2,6,1,0
2,N,1,129,56,2,2.62,17.0,1.0,0.5,0.01,0.0,1.0,19.51,1,1,0.0,0.0,944.0,5,2,6,1,0
2,N,1,80,232,1,3.57,20.5,1.0,0.5,5.01,0.0,0.3,30.06,1,1,2.75,0.0,989.0,5,2,6,1,0
1,N,3,264,265,1,2.2,30.0,0.0,1.0,4.0,0.0,1.0,35.0,1,1,0.0,0.0,210.0,6,2,6,1,0
2,N,1,74,41,1,0.76,7.2,0.0,0.5,1.74,0.0,1.0,10.44,1,1,0.0,0.0,291.0,6,2,6,1,0
2,N,1,74,43,3,1.41,9.3,0.0,0.5,1.0,0.0,1.0,11.8,1,1,0.0,0.0,393.0,6,2,6,1,0
2,N,1,152,41,1,1.8,11.4,0.0,0.5,1.0,0.0,1.0,13.9,1,1,0.0,0.0,518.0,6,2,6,1,0
2,N,1,74,141,1,2.16,10.7,0.0,0.5,0.0,0.0,1.0,14.95,2,1,2.75,0.0,335.0,6,2,6,1,0
2,N,1,82,260,1,0.68,6.5,0.0,0.5,1.6,0.0,1.0,9.6,1,1,0.0,0.0,236.0,6,2,6,1,0
2,N,1,74,74,1,0.56,5.8,0.0,0.5,1.82,0.0,1.0,9.12,1,1,0.0,0.0,235.0,6,2,6,1,0
2,N,1,24,74,1,1.38,9.3,0.0,0.5,1.0,0.0,1.0,11.8,1,1,0.0,0.0,408.0,6,2,6,1,0
2,N,5,80,80,1,0.06,21.0,0.0,0.0,4.4,0.0,1.0,26.4,1,2,0.0,0.0,75.0,6,2,6,1,0
2,N,1,260,146,5,2.2,14.9,0.0,0.5,0.0,0.0,1.0,16.4,2,1,0.0,0.0,821.0,6,2,6,1,0
2,N,1,244,166,1,2.44,12.8,0.0,0.5,0.0,0.0,1.0,14.3,2,1,0.0,0.0,441.0,6,2,6,1,0
1,N,1,195,209,2,4.9,21.2,3.5,1.5,5.2,0.0,1.0,31.4,1,1,2.75,0.75,819.0,7,2,6,1,1
2,N,1,74,75,1,1.47,9.3,0.0,0.5,0.0,0.0,1.0,10.8,1,1,0.0,0.0,414.0,7,2,6,1,1
2,N,1,74,243,1,4.49,21.9,0.0,0.5,5.85,0.0,1.0,29.25,1,1,0.0,0.0,834.0,5,2,6,1,0
2,N,1,195,33,1,2.12,10.7,0.0,0.5,0.0,0.0,1.0,12.2,2,1,0.0,0.0,428.0,7,2,6,1,1
2,N,1,195,40,1,1.49,8.6,0.0,0.5,0.0,0.0,1.0,10.1,2,1,0.0,0.0,364.0,7,2,6,1,1
2,N,1,42,42,2,0.39,4.4,0.0,0.5,0.0,0.0,1.0,5.9,1,1,0.0,0.0,130.0,7,2,6,1,1
2,N,1,41,166,1,0.66,5.8,0.0,0.5,0.0,0.0,1.0,7.3,1,1,0.0,0.0,174.0,7,2,6,1,1
2,N,1,166,263,1,2.64,14.9,0.0,0.5,0.0,0.0,1.0,19.15,2,1,2.75,0.0,694.0,7,2,6,1,1
2,N,1,75,74,1,1.03,7.2,0.0,0.5,1.74,0.0,1.0,10.44,1,1,0.0,0.0,242.0,7,2,6,1,1
2,N,1,166,41,1,0.84,5.8,0.0,0.5,0.7,0.0,1.0,8.0,1,1,0.0,0.0,184.0,7,2,6,1,1
2,N,1,195,195,1,0.6,5.8,0.0,0.5,0.0,0.0,1.0,7.3,2,1,0.0,0.0,214.0,7,2,6,1,1
2,N,1,130,132,1,5.27,21.9,0.0,0.5,4.68,0.0,1.0,28.08,1,1,0.0,0.0,647.0,7,2,6,1,1
1,N,1,75,75,1,1.3,8.6,0.0,1.5,0.0,0.0,1.0,10.1,2,1,0.0,0.0,411.0,7,2,6,1,1
1,N,1,74,236,1,2.1,12.1,2.75,1.5,3.25,0.0,1.0,19.6,1,1,2.75,0.0,591.0,7,2,6,1,1
2,N,1,195,195,1,0.45,5.1,0.0,0.5,0.0,0.0,1.0,6.6,4,1,0.0,0.0,203.0,7,2,6,1,1
2,N,1,195,97,1,3.29,17.0,0.0,0.5,0.0,0.0,1.0,18.5,2,1,0.0,0.0,853.0,7,2,6,1,1
2,N,1,75,141,1,2.07,11.4,0.0,0.5,3.91,0.0,1.0,19.56,1,1,2.75,0.0,550.0,7,2,6,1,1
2,N,1,75,262,1,1.28,9.3,0.0,0.5,2.71,0.0,1.0,16.26,1,1,2.75,0.0,419.0,7,2,6,1,1
2,N,1,75,74,1,1.41,7.9,0.0,0.5,0.0,0.0,1.0,9.4,2,1,0.0,0.0,262.0,7,2,6,1,1
2,N,1,195,195,1,0.28,4.4,0.0,0.5,0.0,0.0,1.0,5.9,2,1,0.0,0.0,127.0,8,2,6,1,1
2,N,1,74,75,4,1.03,7.2,0.0,0.5,1.0,0.0,1.0,9.7,1,1,0.0,0.0,291.0,8,2,6,1,1
2,N,1,24,244,2,3.06,15.6,0.0,0.5,3.42,0.0,1.0,20.52,1,1,0.0,0.0,641.0,8,2,6,1,1
2,N,1,116,152,2,0.7,5.8,0.0,0.5,1.46,0.0,1.0,8.76,1,1,0.0,0.0,164.0,8,2,6,1,1
2,N,1,42,42,1,1.63,10.7,0.0,0.5,0.0,0.0,1.0,12.2,2,1,0.0,0.0,483.0,8,2,6,1,1
2,N,1,75,238,1,1.4,9.3,0.0,0.5,2.16,0.0,1.0,12.96,1,1,0.0,0.0,379.0,8,2,6,1,1
2,N,1,24,41,1,0.97,7.9,0.0,0.5,1.88,0.0,1.0,11.28,1,1,0.0,0.0,336.0,8,2,6,1,1
2,N,1,75,74,1,0.71,6.5,0.0,0.5,0.0,0.0,1.0,8.0,2,1,0.0,0.0,257.0,8,2,6,1,1
2,N,1,75,238,1,1.21,7.9,0.0,0.5,0.0,0.0,1.0,9.4,2,1,0.0,0.0,261.0,8,2,6,1,1
